payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed
T78553218875,16320,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T98243955240,16321,7.99,04-01-2025,Standard,03-02-2025,active,TRUE
T98954535877,16321,12.99,05-02-2025,Premium,06-04-2025,churned,FALSE
T65392409496,16322,4.99,04-01-2025,Student Plan,03-02-2025,active,TRUE
T87160844158,16322,7.99,05-02-2025,Standard,07-03-2025,churned,FALSE
T56197974757,16323,7.99,04-01-2025,Standard,03-02-2025,churned,FALSE
T66278737134,16324,7.99,04-01-2025,Standard,03-02-2025,active,TRUE
T50076504423,16324,7.99,08-02-2025,Standard,10-03-2025,churned,FALSE
T62697131298,16325,12.99,04-01-2025,Premium,05-03-2025,active,TRUE
T53064742258,16325,12.99,06-03-2025,Premium,05-05-2025,active,TRUE
T87556174162,16326,4.99,04-01-2025,Student Plan,03-02-2025,active,TRUE
T87175793029,16326,4.99,05-02-2025,Student Plan,07-03-2025,active,TRUE
T77647607948,16326,12.99,11-03-2025,Premium,10-05-2025,active,TRUE
T84241600098,16327,7.99,04-01-2025,Standard,03-02-2025,active,TRUE
T83263533886,16327,7.99,08-02-2025,Standard,10-03-2025,churned,FALSE
T60882751206,16328,4.99,05-01-2025,Student Plan,04-02-2025,active,TRUE
T53927638403,16328,4.99,05-02-2025,Student Plan,07-03-2025,churned,FALSE
T67769925141,16329,4.99,05-01-2025,Student Plan,04-02-2025,churned,FALSE
T93943240389,16330,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T74044132911,16330,7.99,11-03-2025,Standard,10-04-2025,active,TRUE
T83519557275,16331,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T84782125659,16331,7.99,11-03-2025,Standard,10-04-2025,churned,FALSE
T77215130020,16332,12.99,05-01-2025,Premium,06-03-2025,churned,FALSE
T68799844727,16333,4.99,05-01-2025,Student Plan,04-02-2025,active,TRUE
T87586495932,16333,12.99,09-02-2025,Premium,10-04-2025,active,TRUE
T50163691019,16334,7.99,05-01-2025,Standard,04-02-2025,active,TRUE
T68758618166,16334,7.99,07-02-2025,Standard,09-03-2025,active,TRUE
T95316611837,16334,7.99,11-03-2025,Standard,10-04-2025,active,TRUE
T67756613020,16335,7.99,05-01-2025,Standard,04-02-2025,active,TRUE
T80046698579,16335,12.99,08-02-2025,Premium,09-04-2025,active,TRUE
T52305573048,16336,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T95328302859,16336,7.99,07-03-2025,Standard,06-04-2025,churned,FALSE
T92971693282,16337,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T91939043138,16337,12.99,11-03-2025,Premium,10-05-2025,active,TRUE
T61632633287,16338,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T55323345192,16338,12.99,10-03-2025,Premium,09-05-2025,active,TRUE
T51077627587,16339,4.99,05-01-2025,Student Plan,04-02-2025,active,TRUE
T66587565951,16339,4.99,05-02-2025,Student Plan,07-03-2025,active,TRUE
T95808668996,16339,7.99,09-03-2025,Standard,08-04-2025,active,TRUE
T86177950785,16340,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T94973691886,16340,7.99,11-03-2025,Standard,10-04-2025,churned,FALSE
T87801818423,16341,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T91489501141,16341,12.99,09-03-2025,Premium,08-05-2025,active,TRUE
T87657483787,16342,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T98749137203,16342,7.99,11-03-2025,Standard,10-04-2025,active,TRUE
T83982543174,16343,4.99,05-01-2025,Student Plan,04-02-2025,churned,FALSE
T96414195233,16344,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T73227760828,16344,12.99,08-03-2025,Premium,07-05-2025,active,TRUE
T66897503365,16345,7.99,05-01-2025,Standard,04-02-2025,active,TRUE
T74077640122,16345,7.99,05-02-2025,Standard,07-03-2025,churned,FALSE
T74231665703,16346,4.99,05-01-2025,Student Plan,04-02-2025,active,TRUE
T79160234597,16346,4.99,07-02-2025,Student Plan,09-03-2025,active,TRUE
T70061424222,16346,4.99,14-03-2025,Student Plan,13-04-2025,churned,FALSE
T93255433375,16347,7.99,05-01-2025,Standard,04-02-2025,active,TRUE
T67954111509,16347,7.99,08-02-2025,Standard,10-03-2025,active,TRUE
T84607840749,16347,7.99,15-03-2025,Standard,14-04-2025,churned,FALSE
T86290691666,16348,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T88903110520,16348,12.99,07-03-2025,Premium,06-05-2025,active,TRUE
T78514859496,16349,4.99,05-01-2025,Student Plan,04-02-2025,active,TRUE
T82181147106,16349,4.99,07-02-2025,Student Plan,09-03-2025,active,TRUE
T56141811977,16349,4.99,14-03-2025,Student Plan,13-04-2025,active,TRUE
T65613429349,16350,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T73106646322,16350,12.99,07-03-2025,Premium,06-05-2025,active,TRUE
T68958348264,16351,12.99,05-01-2025,Premium,06-03-2025,active,TRUE
T87750676329,16351,12.99,09-03-2025,Premium,08-05-2025,active,TRUE
T73507455969,16352,4.99,06-01-2025,Student Plan,05-02-2025,active,TRUE
T67047966864,16352,7.99,09-02-2025,Standard,11-03-2025,active,TRUE
T60983127003,16352,7.99,13-03-2025,Standard,12-04-2025,active,TRUE
T80786651781,16353,12.99,06-01-2025,Premium,07-03-2025,active,TRUE
T99071633051,16353,12.99,12-03-2025,Premium,11-05-2025,active,TRUE
T95964514077,16354,12.99,06-01-2025,Premium,07-03-2025,active,TRUE
T89697678535,16354,12.99,09-03-2025,Premium,08-05-2025,active,TRUE
T58455027583,16355,12.99,06-01-2025,Premium,07-03-2025,churned,FALSE
T99282684254,16356,7.99,06-01-2025,Standard,05-02-2025,active,TRUE
T63562813304,16356,7.99,06-02-2025,Standard,08-03-2025,active,TRUE
T95360863718,16356,7.99,12-03-2025,Standard,11-04-2025,active,TRUE
T66756469882,16357,7.99,06-01-2025,Standard,05-02-2025,active,TRUE
T62164507272,16357,7.99,07-02-2025,Standard,09-03-2025,churned,FALSE
T81721312228,16358,4.99,06-01-2025,Student Plan,05-02-2025,churned,FALSE
T63110807328,16359,4.99,06-01-2025,Student Plan,05-02-2025,active,TRUE
T99675817014,16359,4.99,09-02-2025,Student Plan,11-03-2025,churned,FALSE
T96538593656,16360,12.99,06-01-2025,Premium,07-03-2025,active,TRUE
T54770013626,16360,7.99,11-03-2025,Standard,10-04-2025,active,TRUE
T91207321568,16361,7.99,06-01-2025,Standard,05-02-2025,active,TRUE
T76585709827,16361,7.99,08-02-2025,Standard,10-03-2025,churned,FALSE
T75334547946,16362,7.99,06-01-2025,Standard,05-02-2025,active,TRUE
T93799801847,16362,12.99,07-02-2025,Premium,08-04-2025,active,TRUE
T75095463875,16363,7.99,06-01-2025,Standard,05-02-2025,churned,FALSE
T93954201269,16364,2.8998217,06-01-2025,Standard,05-02-2025,churned,FALSE
T73495437030,16365,4.99,06-01-2025,Student Plan,05-02-2025,active,TRUE
T94446074853,16365,12.99,06-02-2025,Premium,07-04-2025,active,TRUE
T86351685117,16366,4.99,06-01-2025,Student Plan,05-02-2025,active,TRUE
T84483038026,16366,4.99,06-02-2025,Student Plan,08-03-2025,active,TRUE
T87013493654,16366,4.99,10-03-2025,Student Plan,09-04-2025,active,TRUE
T62486674617,16367,4.99,06-01-2025,Student Plan,05-02-2025,churned,FALSE
T96958093198,16368,7.99,06-01-2025,Standard,05-02-2025,active,TRUE
T77287673570,16368,7.99,09-02-2025,Standard,11-03-2025,active,TRUE
T59818280562,16368,7.99,15-03-2025,Standard,14-04-2025,active,TRUE
T63819315003,16369,4.99,06-01-2025,Student Plan,05-02-2025,active,TRUE
T98980880747,16369,4.99,09-02-2025,Student Plan,11-03-2025,active,TRUE
T97078558475,16370,4.99,06-01-2025,Student Plan,05-02-2025,active,TRUE
T98627695237,16370,4.99,10-02-2025,Student Plan,12-03-2025,active,TRUE
T69921674406,16371,12.99,06-01-2025,Premium,07-03-2025,active,TRUE
T68525297550,16371,7.99,10-03-2025,Standard,09-04-2025,active,TRUE
T83202233867,16372,7.99,06-01-2025,Standard,05-02-2025,active,TRUE
T99449277773,16372,7.99,10-02-2025,Standard,12-03-2025,active,TRUE
T87327186809,16373,12.99,06-01-2025,Premium,07-03-2025,active,TRUE
T71457873007,16373,12.99,09-03-2025,Premium,08-05-2025,active,TRUE
T73375229051,16374,7.99,06-01-2025,Standard,05-02-2025,active,TRUE
T68952269996,16374,3.141689,07-02-2025,Standard,09-03-2025,churned,FALSE
T50125302392,16375,12.99,07-01-2025,Premium,08-03-2025,active,TRUE
T85370655600,16375,12.99,10-03-2025,Premium,09-05-2025,active,TRUE
T64594918382,16376,7.99,07-01-2025,Standard,06-02-2025,active,TRUE
T70237700547,16376,7.99,07-02-2025,Standard,09-03-2025,active,TRUE
T57443118480,16376,7.99,10-03-2025,Standard,09-04-2025,active,TRUE
T88523733345,16377,4.99,07-01-2025,Student Plan,06-02-2025,churned,FALSE
T74023288615,16378,4.99,07-01-2025,Student Plan,06-02-2025,active,TRUE
T97913046234,16378,4.99,10-02-2025,Student Plan,12-03-2025,active,TRUE
T62595947599,16379,4.99,07-01-2025,Student Plan,06-02-2025,active,TRUE
T62460592852,16379,12.99,10-02-2025,Premium,11-04-2025,churned,FALSE
T99071824185,16380,4.99,07-01-2025,Student Plan,06-02-2025,churned,FALSE
T82579206573,16381,12.99,07-01-2025,Premium,08-03-2025,active,TRUE
T86198180648,16381,12.99,09-03-2025,Premium,08-05-2025,active,TRUE
T82398919629,16382,7.99,07-01-2025,Standard,06-02-2025,churned,FALSE
T57371617265,16383,7.99,07-01-2025,Standard,06-02-2025,active,TRUE
T98478874458,16383,7.99,11-02-2025,Standard,13-03-2025,active,TRUE
T83438633579,16383,7.99,14-03-2025,Standard,13-04-2025,active,TRUE
T53651731800,16384,7.99,07-01-2025,Standard,06-02-2025,active,TRUE
T70337784006,16384,12.99,07-02-2025,Premium,08-04-2025,active,TRUE
T67621993895,16385,7.99,07-01-2025,Standard,06-02-2025,active,TRUE
T54861917880,16385,7.99,07-02-2025,Standard,09-03-2025,active,TRUE
T60689770511,16385,7.99,13-03-2025,Standard,12-04-2025,churned,FALSE
T74403229284,16386,4.99,07-01-2025,Student Plan,06-02-2025,active,TRUE
T75256160417,16386,4.99,08-02-2025,Student Plan,10-03-2025,churned,FALSE
T78369922373,16387,12.99,07-01-2025,Premium,08-03-2025,active,TRUE
T77577922454,16387,12.99,09-03-2025,Premium,08-05-2025,active,TRUE
T88784411893,16388,7.99,07-01-2025,Standard,06-02-2025,active,TRUE
T76422010787,16388,7.99,10-02-2025,Standard,12-03-2025,active,TRUE
T58574552247,16389,12.99,07-01-2025,Premium,08-03-2025,active,TRUE
T75081974610,16389,12.99,09-03-2025,Premium,08-05-2025,active,TRUE
T80129686367,16390,7.99,07-01-2025,Standard,06-02-2025,active,TRUE
T92385074266,16390,7.99,09-02-2025,Standard,11-03-2025,active,TRUE
T81497360457,16390,7.99,13-03-2025,Standard,12-04-2025,active,TRUE
T60527756686,16391,12.99,07-01-2025,Premium,08-03-2025,churned,FALSE
T62392917464,16392,12.99,07-01-2025,Premium,08-03-2025,active,TRUE
T71562133226,16392,7.99,13-03-2025,Standard,12-04-2025,active,TRUE
T93054652412,16393,4.99,08-01-2025,Student Plan,07-02-2025,active,TRUE
T81063929605,16393,4.99,09-02-2025,Student Plan,11-03-2025,active,TRUE
T89134724327,16394,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T80724546284,16394,7.99,10-02-2025,Standard,12-03-2025,active,TRUE
T78376288305,16395,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T77670816288,16395,7.99,10-02-2025,Standard,12-03-2025,active,TRUE
T74711129044,16395,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T57900185629,16396,12.99,08-01-2025,Premium,09-03-2025,active,TRUE
T63000992060,16396,12.99,14-03-2025,Premium,13-05-2025,active,TRUE
T80252478933,16397,4.99,08-01-2025,Student Plan,07-02-2025,churned,FALSE
T99309330087,16398,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T82518044328,16398,12.99,11-02-2025,Premium,12-04-2025,active,TRUE
T80396723660,16399,12.99,08-01-2025,Premium,09-03-2025,active,TRUE
T94625362821,16399,12.99,12-03-2025,Premium,11-05-2025,active,TRUE
T71949588404,16400,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T88394946833,16400,7.99,12-02-2025,Standard,14-03-2025,active,TRUE
T95458711176,16401,4.99,08-01-2025,Student Plan,07-02-2025,active,TRUE
T64978311446,16401,4.99,09-02-2025,Student Plan,11-03-2025,churned,FALSE
T89216187016,16402,12.99,08-01-2025,Premium,09-03-2025,active,TRUE
T68661274832,16402,7.99,12-03-2025,Standard,11-04-2025,churned,FALSE
T67459723804,16403,4.99,08-01-2025,Student Plan,07-02-2025,active,TRUE
T75043643369,16403,4.99,09-02-2025,Student Plan,11-03-2025,active,TRUE
T96792715350,16404,4.99,08-01-2025,Student Plan,07-02-2025,active,TRUE
T70001624162,16404,4.99,11-02-2025,Student Plan,13-03-2025,active,TRUE
T81779206537,16405,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T69712875753,16405,7.99,10-02-2025,Standard,12-03-2025,active,TRUE
T71690174889,16405,7.99,15-03-2025,Standard,14-04-2025,active,TRUE
T53495891625,16406,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T99098467599,16406,12.99,08-02-2025,Premium,09-04-2025,active,TRUE
T84679272176,16407,12.99,08-01-2025,Premium,09-03-2025,active,TRUE
T79599089170,16407,12.99,12-03-2025,Premium,11-05-2025,active,TRUE
T95295499209,16408,7.99,08-01-2025,Standard,07-02-2025,churned,FALSE
T98827490452,16409,7.99,08-01-2025,Standard,07-02-2025,churned,FALSE
T68095204639,16410,12.99,08-01-2025,Premium,09-03-2025,active,TRUE
T84882356118,16410,12.99,14-03-2025,Premium,13-05-2025,active,TRUE
T65232059207,16411,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T75468567673,16411,7.99,08-02-2025,Standard,10-03-2025,active,TRUE
T93512934843,16411,7.99,12-03-2025,Standard,11-04-2025,active,TRUE
T57539635797,16412,4.99,08-01-2025,Student Plan,07-02-2025,active,TRUE
T73043265898,16412,4.99,08-02-2025,Student Plan,10-03-2025,active,TRUE
T73897287822,16412,4.99,13-03-2025,Student Plan,12-04-2025,active,TRUE
T94395053565,16413,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T76531652201,16413,7.99,12-02-2025,Standard,14-03-2025,active,TRUE
T68770517068,16414,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T73328007954,16414,7.99,09-02-2025,Standard,11-03-2025,active,TRUE
T52477157909,16415,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T50401803509,16415,7.99,09-02-2025,Standard,11-03-2025,active,TRUE
T67846178502,16416,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T67237232555,16416,7.99,09-02-2025,Standard,11-03-2025,churned,FALSE
T68630998806,16417,7.99,08-01-2025,Standard,07-02-2025,active,TRUE
T79290344129,16417,7.99,12-02-2025,Standard,14-03-2025,active,TRUE
T84325852481,16418,7.99,09-01-2025,Standard,08-02-2025,active,TRUE
T56366524793,16418,12.99,09-02-2025,Premium,10-04-2025,active,TRUE
T86381970041,16419,12.99,09-01-2025,Premium,10-03-2025,active,TRUE
T77518863686,16419,12.99,11-03-2025,Premium,10-05-2025,active,TRUE
T85092102653,16420,12.99,09-01-2025,Premium,10-03-2025,active,TRUE
T54311135059,16420,12.99,11-03-2025,Premium,10-05-2025,active,TRUE
T91304553436,16421,12.99,09-01-2025,Premium,10-03-2025,active,TRUE
T82910606847,16421,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T51580690113,16422,4.99,09-01-2025,Student Plan,08-02-2025,active,TRUE
T69799990216,16422,12.99,13-02-2025,Premium,14-04-2025,active,TRUE
T98775987364,16423,4.99,09-01-2025,Student Plan,08-02-2025,active,TRUE
T99839291081,16423,4.99,10-02-2025,Student Plan,12-03-2025,churned,FALSE
T74053999640,16424,7.99,09-01-2025,Standard,08-02-2025,active,TRUE
T92447550570,16424,7.99,11-02-2025,Standard,13-03-2025,active,TRUE
T56865874551,16425,12.99,09-01-2025,Premium,10-03-2025,active,TRUE
T71625108207,16425,7.99,13-03-2025,Standard,12-04-2025,active,TRUE
T59679464517,16426,12.99,09-01-2025,Premium,10-03-2025,active,TRUE
T71969292460,16426,12.99,13-03-2025,Premium,12-05-2025,active,TRUE
T68782170237,16427,7.99,09-01-2025,Standard,08-02-2025,active,TRUE
T80537117866,16427,7.99,09-02-2025,Standard,11-03-2025,active,TRUE
T98921090580,16427,12.99,14-03-2025,Premium,13-05-2025,active,TRUE
T66452686807,16428,7.99,09-01-2025,Standard,08-02-2025,active,TRUE
T79323940779,16428,7.99,10-02-2025,Standard,12-03-2025,active,TRUE
T99834746562,16429,7.99,09-01-2025,Standard,08-02-2025,active,TRUE
T87113328189,16429,7.99,10-02-2025,Standard,12-03-2025,churned,FALSE
T70856029949,16430,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T74533217684,16430,4.99,12-02-2025,Student Plan,14-03-2025,active,TRUE
T89404508895,16431,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T51722937806,16431,4.99,14-02-2025,Student Plan,16-03-2025,churned,FALSE
T58801749944,16432,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T91154291723,16432,12.99,13-02-2025,Premium,14-04-2025,active,TRUE
T68791351956,16433,7.99,10-01-2025,Standard,09-02-2025,active,TRUE
T52040846639,16433,7.99,14-02-2025,Standard,16-03-2025,active,TRUE
T68834958673,16434,7.99,10-01-2025,Standard,09-02-2025,churned,FALSE
T51127729546,16435,7.99,10-01-2025,Standard,09-02-2025,active,TRUE
T60411039931,16435,7.99,10-02-2025,Standard,12-03-2025,active,TRUE
T94918647009,16436,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T78131209881,16436,4.99,11-02-2025,Student Plan,13-03-2025,active,TRUE
T55138934644,16437,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T94697108870,16437,4.99,10-02-2025,Student Plan,12-03-2025,churned,FALSE
T56232545144,16438,7.99,10-01-2025,Standard,09-02-2025,active,TRUE
T99318952660,16438,12.99,14-02-2025,Premium,15-04-2025,active,TRUE
T96697629742,16439,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T58690488434,16439,7.99,10-02-2025,Standard,12-03-2025,churned,FALSE
T81667348121,16440,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T97050570522,16440,7.99,13-03-2025,Standard,12-04-2025,churned,FALSE
T67752030749,16441,7.99,10-01-2025,Standard,09-02-2025,active,TRUE
T80927498409,16441,12.99,10-02-2025,Premium,11-04-2025,churned,FALSE
T52527040020,16442,7.99,10-01-2025,Standard,09-02-2025,active,TRUE
T63012985191,16442,7.99,13-02-2025,Standard,15-03-2025,active,TRUE
T89588855458,16443,7.99,10-01-2025,Standard,09-02-2025,churned,FALSE
T65056082914,16444,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T91143343897,16444,7.99,14-03-2025,Standard,13-04-2025,active,TRUE
T57643144304,16445,4.99,10-01-2025,Student Plan,09-02-2025,churned,FALSE
T76081520231,16446,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T64935599728,16446,7.99,15-03-2025,Standard,14-04-2025,active,TRUE
T71244126059,16447,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T71682403315,16447,12.99,13-03-2025,Premium,12-05-2025,active,TRUE
T63671066845,16448,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T68130096143,16448,4.99,13-02-2025,Student Plan,15-03-2025,active,TRUE
T69170181528,16449,12.99,10-01-2025,Premium,11-03-2025,churned,FALSE
T74410582019,16450,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T56614773568,16450,3.141689,11-02-2025,Student Plan,13-03-2025,active,TRUE
T77972290838,16451,4.99,10-01-2025,Student Plan,09-02-2025,active,TRUE
T80716272106,16451,4.99,13-02-2025,Student Plan,15-03-2025,churned,FALSE
T87891098413,16452,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T58585680815,16452,12.99,13-03-2025,Premium,12-05-2025,active,TRUE
T57294874934,16453,7.99,10-01-2025,Standard,09-02-2025,churned,FALSE
T73871481493,16454,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T74377596346,16454,12.99,13-03-2025,Premium,12-05-2025,active,TRUE
T84090063704,16455,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T92473292714,16455,12.99,13-03-2025,Premium,12-05-2025,active,TRUE
T85538771054,16456,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T69357173642,16456,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T54797357200,16457,4.99,11-01-2025,Student Plan,10-02-2025,active,TRUE
T50772674244,16457,4.99,12-02-2025,Student Plan,14-03-2025,active,TRUE
T52693731221,16458,4.99,11-01-2025,Student Plan,10-02-2025,active,TRUE
T78677925919,16458,4.99,13-02-2025,Student Plan,15-03-2025,active,TRUE
T80350492181,16459,4.99,11-01-2025,Student Plan,10-02-2025,churned,FALSE
T79846248077,16460,4.99,11-01-2025,Student Plan,10-02-2025,churned,FALSE
T70470875124,16461,4.99,11-01-2025,Student Plan,10-02-2025,active,TRUE
T98473380826,16461,4.99,15-02-2025,Student Plan,17-03-2025,active,TRUE
T66227427254,16462,7.99,11-01-2025,Standard,10-02-2025,active,TRUE
T67996234829,16462,7.99,11-02-2025,Standard,13-03-2025,active,TRUE
T73584653774,16462,7.99,14-03-2025,Standard,13-04-2025,active,TRUE
T83565131082,16463,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T89109233739,16463,12.99,13-03-2025,Premium,12-05-2025,active,TRUE
T56695815825,16464,3.141689,11-01-2025,Premium,12-03-2025,active,TRUE
T51091773641,16465,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T86091131548,16466,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T81724244163,16467,4.99,11-01-2025,Student Plan,10-02-2025,active,TRUE
T88796810931,16467,4.99,12-02-2025,Student Plan,14-03-2025,active,TRUE
T69714269885,16467,4.99,15-03-2025,Student Plan,14-04-2025,active,TRUE
T99054533166,16468,7.99,11-01-2025,Standard,10-02-2025,active,TRUE
T50294373132,16468,7.99,14-02-2025,Standard,16-03-2025,active,TRUE
T98565302936,16469,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T87133845350,16469,12.99,13-03-2025,Premium,12-05-2025,churned,FALSE
T59683494342,16470,7.99,11-01-2025,Standard,10-02-2025,active,TRUE
T93809740397,16470,7.99,11-02-2025,Standard,13-03-2025,churned,FALSE
T69392144348,16471,7.99,11-01-2025,Standard,10-02-2025,active,TRUE
T58103573145,16471,12.99,11-02-2025,Premium,12-04-2025,active,TRUE
T57010118726,16472,7.99,11-01-2025,Standard,10-02-2025,active,TRUE
T68904081059,16472,12.99,12-02-2025,Premium,13-04-2025,active,TRUE
T89935468443,16473,4.99,11-01-2025,Student Plan,10-02-2025,active,TRUE
T79667400777,16473,4.99,12-02-2025,Student Plan,14-03-2025,churned,FALSE
T81438652896,16474,4.99,11-01-2025,Student Plan,10-02-2025,active,TRUE
T89306074387,16474,4.99,14-02-2025,Student Plan,16-03-2025,churned,FALSE
T96120677842,16475,4.99,11-01-2025,Student Plan,10-02-2025,active,TRUE
T61599567374,16475,4.99,12-02-2025,Student Plan,14-03-2025,active,TRUE
T93584467881,16476,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T57623941098,16477,7.99,11-01-2025,Standard,10-02-2025,churned,FALSE
T73451134879,16478,7.99,11-01-2025,Standard,10-02-2025,churned,FALSE
T67266570637,16479,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T61005721287,16479,-1,14-03-2025,Premium,13-05-2025,active,TRUE
T56052303000,16480,7.99,12-01-2025,Standard,11-02-2025,active,TRUE
T73351714712,16480,7.99,14-02-2025,Standard,16-03-2025,active,TRUE
T98698327145,16481,7.99,12-01-2025,Standard,11-02-2025,active,TRUE
T73775017815,16481,7.99,15-02-2025,Standard,17-03-2025,active,TRUE
T84832820647,16482,12.99,12-01-2025,Premium,13-03-2025,active,TRUE
T78404159134,16482,12.99,14-03-2025,Premium,13-05-2025,active,TRUE
T58758939214,16483,12.99,12-01-2025,Premium,13-03-2025,active,TRUE
T74389513055,16484,12.99,12-01-2025,Premium,13-03-2025,active,TRUE
T61692649883,16484,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T59932359258,16485,4.99,12-01-2025,Student Plan,11-02-2025,active,TRUE
T88059748623,16485,4.99,13-02-2025,Student Plan,15-03-2025,active,TRUE
T50634235104,16486,4.99,12-01-2025,Student Plan,11-02-2025,active,TRUE
T95893963979,16486,12.99,12-02-2025,Premium,13-04-2025,active,TRUE
T82483569606,16487,4.99,12-01-2025,Student Plan,11-02-2025,active,TRUE
T99240777262,16487,4.99,12-02-2025,Student Plan,14-03-2025,active,TRUE
T62290383659,16488,7.99,12-01-2025,Standard,11-02-2025,active,TRUE
T60868060141,16488,12.99,15-02-2025,Premium,16-04-2025,active,TRUE
T94682735954,16489,4.99,12-01-2025,Student Plan,11-02-2025,churned,FALSE
T53680526058,16490,7.99,12-01-2025,Standard,11-02-2025,active,TRUE
T52353696976,16490,7.99,14-02-2025,Standard,16-03-2025,churned,FALSE
T60036666568,16491,12.99,12-01-2025,Premium,13-03-2025,active,TRUE
T50832029136,16491,12.99,14-03-2025,Premium,13-05-2025,churned,FALSE
T85805859163,16492,4.99,12-01-2025,Student Plan,11-02-2025,churned,FALSE
T63499956240,16493,7.99,12-01-2025,Standard,11-02-2025,active,TRUE
T87270916770,16493,7.99,16-02-2025,Standard,18-03-2025,active,TRUE
T68916484819,16494,4.99,12-01-2025,Student Plan,11-02-2025,active,TRUE
T74783143074,16494,4.99,12-02-2025,Student Plan,14-03-2025,churned,FALSE
T53412615046,16495,4.99,12-01-2025,Student Plan,11-02-2025,active,TRUE
T50651087075,16495,4.99,13-02-2025,Student Plan,15-03-2025,active,TRUE
T61766995810,16496,7.99,12-01-2025,Standard,11-02-2025,active,TRUE
T80648974679,16496,7.99,14-02-2025,Standard,16-03-2025,active,TRUE
T59435666167,16497,7.99,12-01-2025,Standard,11-02-2025,active,TRUE
T79220991096,16497,7.99,16-02-2025,Standard,18-03-2025,active,TRUE
T57953378244,16498,7.99,12-01-2025,Standard,11-02-2025,active,TRUE
T55513538835,16498,7.99,12-02-2025,Standard,14-03-2025,churned,FALSE
T73014425404,16499,12.99,12-01-2025,Premium,13-03-2025,active,TRUE
T95572293436,16499,12.99,14-03-2025,Premium,13-05-2025,active,TRUE
T83574899585,16500,4.99,13-01-2025,Student Plan,12-02-2025,active,TRUE
T93500020605,16500,4.99,15-02-2025,Student Plan,17-03-2025,active,TRUE
T61923298924,16501,12.99,13-01-2025,Premium,14-03-2025,churned,FALSE
T64065983505,16502,12.99,13-01-2025,Premium,14-03-2025,active,TRUE
T88932772273,16503,7.99,13-01-2025,Standard,12-02-2025,churned,FALSE
T72796505052,16504,7.99,13-01-2025,Standard,12-02-2025,active,TRUE
T83005876898,16504,12.99,15-02-2025,Premium,16-04-2025,active,TRUE
T77143183946,16505,4.99,13-01-2025,Student Plan,12-02-2025,active,TRUE
T60436753185,16505,4.99,13-02-2025,Student Plan,15-03-2025,active,TRUE
T56175955124,16506,12.99,13-01-2025,Premium,14-03-2025,active,TRUE
T69256852294,16507,4.99,13-01-2025,Student Plan,12-02-2025,churned,FALSE
T53269636145,16508,7.99,13-01-2025,Standard,12-02-2025,active,TRUE
